Title,Description,Subject,Department 1,Department 2,Department 3,Departments,Course Number,Academic Level,Prerequisites,Locations,Course Types ,Course Name,Course ID,Last Updated ,Item Type,Path
Digital Desn Lab,,Computer Engineering,Computer Engineering,,,Computer Engineering,336,Undergraduate,,,,CPEG-336,1693,2/26/2021 6:15,Item,Lists/Courses
3D Design,"Fundamentals of three-dimensional design. The investigation of the interrelationships of spaces, planes, and volumes in three-dimensional structures. Materials such as paper, clay, plaster, plastic and wood will be introduced and explored for use in the construction of three-dimensional models. Students will be instructed in the use of model-making tools, equipment and processes appropriate to material introduced. 3 semester hours  Design Fee Assessed",Art & Design,Art & Design,,,Art & Design,108,Undergraduate,,Main Campus,,ADSN-108,252,2/26/2021 6:15,Item,Lists/Courses
First Year Experience,"This course is designed to assist in the transition to college through the development of a relationship with others in the class including the instructor and peer advisor, the establishment of a knowledge base of campus resources, involvement in campus, and the acquition of basic academic skills for success.",First Year Seminar,First Year Seminar,,,First Year Seminar,105,Undergraduate,,Main Campus,First Year Experience,FYS-105,2702,2/26/2021 6:15,Item,Lists/Courses
Info Systems & Knowledge Mgt,"The course introduces guiding theories and concepts of knowledge management and its relationship to contemporary workplaces. This course will explore various issues of creating, storing, sharing, and applying knowledge in organizational environments, which will include a review of the role and basic functions of information technology. Successful organizations foster both innovation and efficiency via knowledge. Students will evaluate the different dynamics related to realizing organizational progress through the effective and efficient use of talent, structure, culture, methods, and technology. In addition to the required textbooks, students will be required to research industry journals as a way to evaluate the application of knowledge in real settings across various industries. ",Information Tech Mgmt,Management & Indust Relations,,,Management & Indust Relations,505,Graduate,,Main Campus; Riverbend,,ITKM-505,3711,2/26/2021 6:15,Item,Lists/Courses
Design Drawing II ID,"Introduces basic orthographic drafting techniques and technologies. Presentation and layout techniques used to enhance objects and environments. Introduces the representation of spatial design including plans, views, elevations, / sections, isometrics, axonometrics, perspectives, dimensioning and detail drawing. Provides basic introduction to computer-aided drafting. 3 semester hours  Design Fee Assessed",Art & Design,Art & Design,,,Art & Design,110,Undergraduate,,Main Campus,,ADSN-110,253,2/26/2021 6:15,Item,Lists/Courses
Painting III,"Investigation of a variety of media and techniques. Problems emphasizing composition formulation. Emphasizes topics not covered in Art & Design 310. Prerequisite: 30 units of Art & Design courses or equivalent and Art & Design 209,210. 3 semester hours ",Art & Design,Art & Design,,,Art & Design,309,Undergraduate,,Main Campus,,ADSN-309,2703,2/26/2021 6:15,Item,Lists/Courses
Microprocessor Lab,,Computer Engineering,Computer Engineering,,,Computer Engineering,338,Undergraduate,,,,CPEG-338,1694,2/26/2021 6:15,Item,Lists/Courses
Organizational Behavior,"This course enables students to explore individual and group behavior in organizations and the contextual factors that impact workforce performance and organizational effectiveness.  An understanding of topics including organizational culture and structure, ethics and corporate social responsibility, team dynamics, leadership, decision making, and motivation is emphasized.  Students gain insight from the perspective of both theory-oriented research and practice-oriented professional communities through the discussion of concepts and organizational practices and the analysis of research findings and trends.",Management & Ind Relations,Management & Indust Relations,,,Management & Indust Relations,505,Graduate,,Main Campus; Distance Learning-On Line,,MGMT-505,3712,2/26/2021 6:15,Item,Lists/Courses
Marketing and Branding,"This course introduces students to the essentials of marketing and brand management at the graduate level. Students will learn concepts and frameworks from the marketing and branding literatures, such as the definition of marketing and the concept of Customer-Based Brand Equity (CBBE). Students will then apply the knowledge by leading a class discussion, interacting with the current industry professionals in the field, conducting a brand audit with group members, and putting together a personal brand plan. As a result of taking this course, students will build their own toolkit to market any brands in their future endeavors.",Marketing,Marketing,,,Marketing,505,Graduate,Take MGMT-500;,Main Campus; Distance Learning-On Line,,MKTG-505,3713,2/26/2021 6:15,Item,Lists/Courses
Senior Design Project,,Computer Engineering,Computer Engineering,,,Computer Engineering,349,Undergraduate,,,Capstone,CPEG-349,1695,2/26/2021 6:15,Item,Lists/Courses
Internship,"Students will complete an eight-week crosscultural internship with international organization or overseas school, agency or company. A written report by the student and an assessment of the Student?s performance by the agency where the student interns will be submitted as the basis of evaluation. 3 semester hours",Global Development & Peace,Global Development and Peace,,,Global Development and Peace,591,Graduate,,Main Campus; Distance Learning-On Line,Coop/Internship,GLDP-591,2704,2/26/2021 6:15,Item,Lists/Courses
Survey of Art History II,"The development of visual art from the renaissance through the 20th century, focusing on the modern role of art and artists in a global context. 3 semester hours ",Art & Design,Art & Design,,,Art & Design,118,Undergraduate,,Main Campus; Distance Learning-On Line,Fine Art Elective; Liberal Arts Electvie,ADSN-118,254,2/26/2021 6:15,Item,Lists/Courses
Auditing,"Study of generally accepted auditing standards, practice and procedures in the audit of financial statements. Includes study of ethical issues and professional responsibilities of the Certified Public Accountant to investors, creditors and others who rely on the auditor?s opinion when using audited financial statements to make decisions. Prerequisite: Accounting 308 3 semester hours ",Accounting,Accounting,,,Accounting,335,Undergraduate,"    Take ACCT-300, ACCT-301;",Main Campus; Distance Learning-On Line,,ACCT-335,10,2/26/2021 6:15,Item,Lists/Courses
Policy & Strategy,"The integration capstone course provides an opportunity for students to apply the knowledge and skills they have learned throughout their MBA studies and their business experiences from a multi- and inter- disciplinary perspective. Students examine the challenges in - and methods for - achieving organizational excellence in the new economy. Using a combination of Quality tenets and published best practices, students will evaluate the multidimensional performance of industries and companies, construct a formal proposal that improves an organization's performance, and create a personal strategy for post-graduation success. Students develop the conceptual knowledge and pragmatic skills to discern why, when, and how to apply relevant concepts and techniques. ",Business Capstone,Management & Indust Relations,,,Management & Indust Relations,597,Graduate,"Take ACCT-505,FIN-505,ITKM-505,MGMT-505,MGMT-555,MKTG-505",Main Campus; Distance Learning-On Line,,BUCP-597,3714,2/26/2021 6:15,Item,Lists/Courses
Real Time Systems,,Computer Engineering,Computer Engineering,,,Computer Engineering,423X,Graduate,,,,CPEG-423X,1696,2/26/2021 6:15,Item,Lists/Courses
Typography: Logo/Identity,"The history, design and execution of letter forms in both analog and digital form are covered. Projects include the development of letter forms from pen and brush to digital font design. The emphasis is on the arrangement of type in design layout and the use of letter forms in an electronic presentation environment. Prerequisite: Art& Design 219. 3 semester hours  Design Fee Assessed",Art & Design,Art & Design,,,Art & Design,203,Undergraduate,,Main Campus,,ADSN-203,255,2/26/2021 6:15,Item,Lists/Courses
Business Planning,"This course focuses on the development of the entrepreneurial spirit and develops specific skills to fulfill plans that develop from that creative and persevering spirit. Many different aspects of entrepreneurial ability will be emphasized including a strong work ethic, leadership, team building and the development of business relationships. The course also covers the growth of an existing business through entrepreneurship. Students will conceive, develop, and present a comprehensive business plan intended to obtain external financial support or internal organizational support. This course includes a comprehensive review of the marketing, operational, financial, product, service and business strategy and plans that must be mastered and developed as foundation for start-up of a small business or entrepreneurial enterprise. ",Management & Ind Relations,Management & Indust Relations,,,Management & Indust Relations,582,Graduate,Take MGMT-500;,Main Campus; Riverbend,,MGMT-582,3715,2/26/2021 6:15,Item,Lists/Courses
Political Economy of Eu,"This course studies the origin , evolution and current development of the European Union. Focus will be on the political, economic, and social impact of EU on Europe as a whole, on individual member state, and on EU-US relations. Instructor?s permission may be required for this course. 3 semester credits ",Intl Pol Econ & Diplomacy,Intl Political Econ & Diplomac,,,Intl Political Econ & Diplomac,345,Undergraduate,    TAKE PSCI-103 or ECON-201 or instructor's permission;,Main Campus; Distance Learning-On Line,Social Science Elective; Liberal Arts Electvie,IPED-345,2706,2/26/2021 6:15,Item,Lists/Courses
Adv Prob-CPEG,,Computer Engineering,Computer Engineering,,,Computer Engineering,497A,Graduate,,,,CPEG-497A,1697,2/26/2021 6:15,Item,Lists/Courses
Visual Organization II,"Problems in two-dimensional design and the interaction of color: the exploration of the elements of art and their interrelationships, visual and psychological factors involved in two-dimensional design and visualization. Introduces art and design presentation techniques including the portfolio. Emphasize topics not covered in Art & Design 103. 3 semester hours ",Art & Design,Art & Design,,,Art & Design,104,Undergraduate,,Main Campus,,ADSN-104,12,2/26/2021 6:15,Item,Lists/Courses
