Title,Colleague Section ID ,Section Name,Course ID,Section Number,Last Updated,Description,Location ,Term,Dates,Meeting Info,Week Days,Buildings,Classrooms,Instruction Methods,Course Types,Subject ,Departments,Academic Level ,Synonym,Faculty,Capacity,Course Number,Maximum Credits,Minimum Credits,Prerequisites,Credits,CEUs,Comments,Books,Books List Price,Books List Price Total,Item Type,Path
^Leadership in DH (Summer 2017 DHYG-500-DL),66635,DHYG-500-DL,2359,DL,9/14/2017 8:50,"This course focuses on the theories, concepts, and principles of leadership skills related to personal behavior, communication, organizational and leadership styles. This course explores the opportunity to develop leadership roles appropriate to the dental hygiene profession. 3 lecture hours, 3 semester credits",Distance Learning-On Line,Summer 2017,5/30/2017 12:00:00 AM - 7/22/2017 12:00:00 AM,,,On-Line,ONLN,Online,,Dental Hygiene,Dental Hygiene,Graduate,8730,W. Garcia,20,500,,3,,3,,,,, $-   ,Item,Lists/Sections
^Legal Env of Bus and Ethics (Fall 2016 BLAW-400-DL2A),62908,BLAW-400-DL2A,3624,DL2A,10/21/2016 6:15,"Students course focuses on how the legal environment of business impacts business decisions with broad ethical, international, and critical thinking examples throughout. Knowledge of the legal aspects of running a business will enable the student to conduct business within the legal framework and understand the ethical dimension of business decisions. Topics include: Introduction to Business Ethics and the Judicial and Legislative Process; Litigation, Alternative Dispute Resolution, and the Administrative Process; Business Crimes, Torts, and Contracts; the Constitution and Government Regulation of Business; Business Organizations; Employment and Labor Laws; Consumer Protection and Environmental Regulation; and International Law and Ethical Conflicts. Prerequisites: Admission to graduate study. 3 semester credits",Distance Learning-On Line,Fall 2016,10/24/2016 12:00:00 AM - 12/18/2016 12:00:00 AM,,,On-Line,ONLN,Online,,Business Law,Business Law,Graduate,5140,R. Meade,20,400,,3,,3,,,,, $-   ,Item,Lists/Sections
^Lifelong Healing With Food (Nutrition Fall 2016 NUTR-560G-DLA),60139,NUTR-560G-DLA,3355,DLA,10/21/2016 6:15,"This course will teach the use of foods as medicine across a wide variety of demographics and health conditions.  Menu and recipe planning, cooking methods, food preparation and safety will be covered.  Cultural perspectives on nutrition will be addressed to include Chinese and ayurvedic food therapy and functional foods.  Specialized nutrition plans will also be covered to include allergy elimination diets, detoxification and anti inflammation.",Distance Learning-On Line,Nutrition Fall 2016,10/17/2016 12:00:00 AM - 2/17/2017 12:00:00 AM,,,On-Line,ONLN,Online,,Nutrition,Human Nutrition,Graduate,2468,A. Adimando,20,560G,,4,"TAKE NUTR 560A, B,C, AND E",4,,,,, $-   ,Item,Lists/Sections
^Lifelong Healing With Food (Nutrition Fall 2016 NUTR-560G-DLB),62931,NUTR-560G-DLB,3355,DLB,10/17/2016 6:15,"This course will teach the use of foods as medicine across a wide variety of demographics and health conditions.  Menu and recipe planning, cooking methods, food preparation and safety will be covered.  Cultural perspectives on nutrition will be addressed to include Chinese and ayurvedic food therapy and functional foods.  Specialized nutrition plans will also be covered to include allergy elimination diets, detoxification and anti inflammation.",Distance Learning-On Line,Nutrition Fall 2016,10/17/2016 12:00:00 AM - 2/17/2017 12:00:00 AM,,,On-Line,ONLN,Online,,Nutrition,Human Nutrition,Graduate,5162,A. Adimando,20,560G,,4,"TAKE NUTR 560A, B,C, AND E",4,,,,, $-   ,Item,Lists/Sections
^Lifelong Healing With Food (Summer 2021 Nutrition NUTR-560G-DLA),88350,NUTR-560G-DLA,3355,DLA,2/26/2021 6:15,"This course will teach the use of foods as medicine across a wide variety of demographics and health conditions.  Menu and recipe planning, cooking methods, food preparation and safety will be covered.  Cultural perspectives on nutrition will be addressed to include Chinese and ayurvedic food therapy and functional foods.  Specialized nutrition plans will also be covered to include allergy elimination diets, detoxification and anti inflammation.",Distance Learning-On Line,Summer 2021 Nutrition,5/3/2021 12:00:00 AM - 8/8/2021 12:00:00 AM,,,On-Line,ONLN,Online,,Nutrition,Human Nutrition,Graduate,7958,,25,560G,,4,"TAKE NUTR 560A, B AND M",4,,,,, $-   ,Item,Lists/Sections
^Lifespan Developmental Psyc (Spring 2017 PSYC-205-DL),64643,PSYC-205-DL,4264,DL,1/26/2017 6:15,"This course will examine the theories and issues surrounding biological, cognitive, and psychosocial development from birth through death. Topics will include attachment, social development, theories and theorists related to developmental change, aging, and health factors impacting each stage of development. ",Distance Learning-On Line,Spring 2017,1/17/2017 12:00:00 AM - 5/5/2017 12:00:00 AM,,,On-Line,ONLN,Online,,Psychology,Psychology,Undergraduate,6798,M. Hunt,30,205,,3,,3,,,,, $-   ,Item,Lists/Sections
^Lifespan Developmental Psyc (Spring 2021 PSYC-205-IDDL1),86633,PSYC-205-IDDL1,4264,IDDL1,2/26/2021 6:15,"This course will examine the theories and issues surrounding biological, cognitive, and psychosocial development from birth through death. Topics will include attachment, social development, theories and theorists related to developmental change, aging, and health factors impacting each stage of development. ",Distance Learning-On Line,Spring 2021,1/25/2021 12:00:00 AM - 3/14/2021 12:00:00 AM,,,On-Line,ONLN,Online,"Liberal Arts Electvie, IDEAL Course Sections",Psychology,Psychology,Undergraduate,6302,M. Hunt,25,205,,3,,3,,,,, $-   ,Item,Lists/Sections
^Lifestyle and Health Issues (Summer 2021 HSCI-845-DL),89673,HSCI-845-DL,4318,DL,3/1/2021 6:15,"Crucial health issues with an emphasis on the relationship between lifestyle and health. The course enables students to deal more effectively with the health problems faced throughout life. These issues may include stress, sexuality, nutrition, mental health and illness, aging, chronic and communicable disease, drug and alcohol use, and dealing with death, and other selected topics. ",Distance Learning-On Line,Summer 2021,5/3/2021 12:00:00 AM - 8/13/2021 12:00:00 AM,,,On-Line,ONLN,Online,,Health Science,Health Sciences,Graduate,9272,A. Grazia,25,845,,3,,3,,,,, $-   ,Item,Lists/Sections
^Literature Review (Spring 2021 EDLD-813-DL),85850,EDLD-813-DL,3334,DL,2/26/2021 6:15,"Literature review EDLD 813 Section A is designed to be taken in the summer of the first year after students have taken introductory research and quantitative research methods in the program.  Conducting the literature review helps refine the student's topic, the dissertation proposal, and prepares students for writing the Human Subject approval application.  Literature review theory focuses on the theoretical assumptions associated with the dissertation topic. This course should be taken in the second year of the program after EDLD 813A Literature Review has been taken.",Distance Learning-On Line,Spring 2021,1/25/2021 12:00:00 AM - 5/7/2021 12:00:00 AM,,,On-Line,ONLN,Online,,Educational Leadership,Educational Leadership,Graduate,5519,P. Buxton,20,813,,3,,3,,,,, $-   ,Item,Lists/Sections
^Marketing and Branding (Spring 2021 MKTG-505-DL2),86391,MKTG-505-DL2,3713,DL2,2/26/2021 6:15,"This course introduces students to the essentials of marketing and brand management at the graduate level. Students will learn concepts and frameworks from the marketing and branding literatures, such as the definition of marketing and the concept of Customer-Based Brand Equity (CBBE). Students will then apply the knowledge by leading a class discussion, interacting with the current industry professionals in the field, conducting a brand audit with group members, and putting together a personal brand plan. As a result of taking this course, students will build their own toolkit to market any brands in their future endeavors.",Distance Learning-On Line,Spring 2021,3/22/2021 12:00:00 AM - 5/9/2021 12:00:00 AM,,,On-Line,ONLN,Online,,Marketing,Marketing,Graduate,6060,N. Wingate,25,505,,3,Take MGMT-500;,3,,,,, $-   ,Item,Lists/Sections
^Marketing Principles (Spring 2021 MKTG-205-IDDL2),86386,MKTG-205-IDDL2,4166,IDDL2,3/1/2021 6:15,The scope and significance of marketing. The retailing and wholesaling of consumer goods. Marketing agricultural and industrial goods. Marketing polices and practices of business firms.,Distance Learning-On Line,Spring 2021,3/22/2021 12:00:00 AM - 5/9/2021 12:00:00 AM,,,On-Line,ONLN,Online,IDEAL Course Sections,Marketing,Marketing,Undergraduate,6055,A. Danley,25,205,,3,,3,,,,, $-   ,Item,Lists/Sections
^Math for Teachers (Summer 2017 EDUC-499-DL),66511,EDUC-499-DL,4245,DL,9/14/2017 8:50,,Distance Learning-On Line,Summer 2017,5/8/2017 12:00:00 AM - 6/30/2017 12:00:00 AM,,,,,,,Education,Education,Graduate,8610,A. Hill,20,499,,2,,2,,,,, $-   ,Item,Lists/Sections
^Media & National Developmt (Summer 2017 GLDP-543-DL3),66807,GLDP-543-DL3,3000,DL3,4/26/2017 6:15,,Distance Learning-On Line,Summer 2017,6/5/2017 12:00:00 AM - 7/31/2017 12:00:00 AM,,,On-Line,ONLN,Online,Global Learning ,Global Development & Peace,Global Development and Peace,Graduate,8896,M. Al-Azdee,20,543,,3,,3,,,,, $-   ,Item,Lists/Sections
^Medical Term Seminar (Fall 2016 HSCI-201-DL),61271,HSCI-201-DL,3196,DL,9/30/2016 6:15,This course introduces concepts and terms that are used within the health sciences and related fields. 1 semester hour,Distance Learning-On Line,Fall 2016,8/29/2016 12:00:00 AM - 12/16/2016 12:00:00 AM,,,On-Line,ONLN,Online,,Health Science,Health Sciences,Undergraduate,3569,M. Zayan,30,201,,1,,1,,,,, $-   ,Item,Lists/Sections
^Medical Term Seminar (Spring 2021 HSCI-201-DL2),86109,HSCI-201-DL2,3196,DL2,2/26/2021 6:15,This course introduces concepts and terms that are used within the health sciences and related fields. 1 semester hour,Distance Learning-On Line,Spring 2021,1/25/2021 12:00:00 AM - 5/7/2021 12:00:00 AM,,,On-Line,ONLN,Online,,Health Science,Health Sciences,Undergraduate,5778,S. Ferency,25,201,,1,,1,,,,, $-   ,Item,Lists/Sections
^Medical Toxicology (Summer 2021 HSCI-888-DL),89681,HSCI-888-DL,4329,DL,3/1/2021 6:15,"This course covers the adverse health effects of exposure to drugs or substances of abuse. The principles of toxicodynamics, toxicokinetics, biotransformation, diagnosis and treatment will be discussed. Emphasis will be placed on mechanism(s) of action of the various drug classes, body system(s) affected, clinical manifestations of problems and the resulting adverse effects on human health and society. Methods of treatment and client education will also be addressed. Laws controlling and governing the use of these drugs/substances and the agencies responsible for them will also be covered.",Distance Learning-On Line,Summer 2021,5/13/2021 12:00:00 AM - 8/13/2021 12:00:00 AM,,,On-Line,ONLN,Online,,Health Science,Health Sciences,Graduate,9280,R. Femminella,25,888,,3,,3,,,,, $-   ,Item,Lists/Sections
"^Men,Women, Issues (Summer 2021 PHIL-103-IDDL2)",88218,PHIL-103-IDDL2,1850,IDDL2,3/1/2021 6:15,"A discussion of gender differences and sex  equality. The course critically examines top- ics such as sexual harassment, comparable  worth, monogamous marriage, prostitution,  and rape. These topics are examined from a  variety of perspectives, including conserva- tism, liberal feminism, traditional Marxism,  radical feminism, and the care and justice out- looks that Carol Gilligan has identified. 3 semester hours",Distance Learning-On Line,Summer 2021,7/5/2021 12:00:00 AM - 8/20/2021 12:00:00 AM,,,On-Line,ONLN,Online,"Humanities Elective, Liberal Arts Electvie, IDEAL Course Sections",Philosophy,Philosophy,Undergraduate,7826,C. Lieber,25,103,,3,,3,,,,, $-   ,Item,Lists/Sections
^Mobile and Pervasive Comp (Spring 2018 CPEG-506-DL),68521,CPEG-506-DL,4029,DL,10/31/2017 6:15,"Students will learn the fundamentals of mobile computing and pervasive computing. Students will learn how to design and develop mobility-aware systems. Students will study the main standards of pervasive computing. Also, they will study mobile platforms environments, location awareness and wearable computing.",Distance Learning-On Line,Spring 2018,1/16/2018 12:00:00 AM - 5/12/2018 12:00:00 AM,,,On-Line,ONLN,Online,,Computer Engineering,Computer Engineering,Graduate,6505,K. Elleithy,25,506,,3,,3,,,,, $-   ,Item,Lists/Sections
